"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0030282","bone mineralization","2/14","16/7093",0.000427358291337621,0.028205647228283,0.0193435858184397,"CLEC3B/MINPP1",2
"GO:0001503","ossification","2/14","25/7093",0.00105760336452055,0.0349009110291783,0.0239352340391494,"CLEC3B/MINPP1",2
"GO:0006954","inflammatory response","2/14","61/7093",0.00619484523044868,0.112224183059881,0.0769639532946549,"CDO1/CSF1R",2
"GO:0070374","positive regulation of ERK1 and ERK2 cascade","2/14","64/7093",0.00680146563999276,0.112224183059881,0.0769639532946549,"CSF1R/PRXL2C",2
"GO:0006998","nuclear envelope organization","1/14","11/7093",0.0215135618239194,0.115775969842691,0.0793997879303938,"SUN1",1
"GO:2000249","regulation of actin cytoskeleton reorganization","1/14","11/7093",0.0215135618239194,0.115775969842691,0.0793997879303938,"CSF1R",1
"GO:0008589","regulation of smoothened signaling pathway","1/14","12/7093",0.0234478755960832,0.115775969842691,0.0793997879303938,"C2CD3",1
"GO:0071539","protein localization to centrosome","1/14","12/7093",0.0234478755960832,0.115775969842691,0.0793997879303938,"C2CD3",1
"GO:0021915","neural tube development","1/14","14/7093",0.027305855545913,0.115775969842691,0.0793997879303938,"C2CD3",1
"GO:0030316","osteoclast differentiation","1/14","14/7093",0.027305855545913,0.115775969842691,0.0793997879303938,"CSF1R",1
"GO:0043200","response to amino acid","1/14","14/7093",0.027305855545913,0.115775969842691,0.0793997879303938,"CDO1",1
"GO:0045821","positive regulation of glycolytic process","1/14","15/7093",0.0292295337522074,0.115775969842691,0.0793997879303938,"PRXL2C",1
"GO:0051591","response to cAMP","1/14","16/7093",0.0311496787829321,0.115775969842691,0.0793997879303938,"CDO1",1
"GO:0071345","cellular response to cytokine stimulus","1/14","17/7093",0.033066296629059,0.115775969842691,0.0793997879303938,"CSF1R",1
"GO:0006749","glutathione metabolic process","1/14","18/7093",0.0349793932722463,0.115775969842691,0.0793997879303938,"LOC113990605",1
"GO:0051384","response to glucocorticoid","1/14","18/7093",0.0349793932722463,0.115775969842691,0.0793997879303938,"CDO1",1
"GO:0002244","hematopoietic progenitor cell differentiation","1/14","19/7093",0.0368889746848524,0.115775969842691,0.0793997879303938,"CSF1R",1
"GO:0006805","xenobiotic metabolic process","1/14","19/7093",0.0368889746848524,0.115775969842691,0.0793997879303938,"LOC113990605",1
"GO:0007595","lactation","1/14","21/7093",0.0406976156613328,0.115775969842691,0.0793997879303938,"CDO1",1
"GO:0042733","embryonic digit morphogenesis","1/14","21/7093",0.0406976156613328,0.115775969842691,0.0793997879303938,"C2CD3",1
"GO:0009408","response to heat","1/14","22/7093",0.0425966871235416,0.115775969842691,0.0793997879303938,"LOC114000001",1
"GO:0061098","positive regulation of protein tyrosine kinase activity","1/14","23/7093",0.0444922671518644,0.115775969842691,0.0793997879303938,"CSF1R",1
"GO:0001947","heart looping","1/14","24/7093",0.0463843616723556,0.115775969842691,0.0793997879303938,"C2CD3",1
"GO:0022900","electron transport chain","1/14","26/7093",0.0501581178479684,0.115775969842691,0.0793997879303938,"LOC114003129",1
"GO:0030097","hemopoiesis","1/14","26/7093",0.0501581178479684,0.115775969842691,0.0793997879303938,"CSF1R",1
"GO:0002931","response to ischemia","1/14","27/7093",0.0520397913091443,0.115775969842691,0.0793997879303938,"CSF1R",1
"GO:0045773","positive regulation of axon extension","1/14","27/7093",0.0520397913091443,0.115775969842691,0.0793997879303938,"LOC114000001",1
"GO:0071560","cellular response to transforming growth factor beta stimulus","1/14","29/7093",0.0557927584244821,0.115775969842691,0.0793997879303938,"CLEC3B",1
"GO:1905515","non-motile cilium assembly","1/14","29/7093",0.0557927584244821,0.115775969842691,0.0793997879303938,"C2CD3",1
"GO:0051321","meiotic cell cycle","1/14","30/7093",0.0576640638296431,0.115775969842691,0.0793997879303938,"SUN1",1
"GO:0043647","inositol phosphate metabolic process","1/14","31/7093",0.0595319249518834,0.115775969842691,0.0793997879303938,"MINPP1",1
"GO:0098869","cellular oxidant detoxification","1/14","31/7093",0.0595319249518834,0.115775969842691,0.0793997879303938,"PRXL2C",1
"GO:1902017","regulation of cilium assembly","1/14","31/7093",0.0595319249518834,0.115775969842691,0.0793997879303938,"TBC1D9B",1
"GO:0016485","protein processing","1/14","32/7093",0.061396347643851,0.115775969842691,0.0793997879303938,"C2CD3",1
"GO:0071902","positive regulation of protein serine/threonine kinase activity","1/14","32/7093",0.061396347643851,0.115775969842691,0.0793997879303938,"CSF1R",1
"GO:0048015","phosphatidylinositol-mediated signaling","1/14","35/7093",0.066969043527901,0.122776579801152,0.0842008442017469,"CSF1R",1
"GO:0033674","positive regulation of kinase activity","1/14","38/7093",0.0725110033609789,0.129343951941206,0.0887047836279401,"CSF1R",1
"GO:0045471","response to ethanol","1/14","45/7093",0.0853235919013897,0.143781801924904,0.0986063394381316,"CDO1",1
"GO:0002576","platelet degranulation","1/14","46/7093",0.0871404860150931,0.143781801924904,0.0986063394381316,"CLEC3B",1
"GO:0120162","positive regulation of cold-induced thermogenesis","1/14","46/7093",0.0871404860150931,0.143781801924904,0.0986063394381316,"LOC114000001",1
"GO:0017148","negative regulation of translation","1/14","50/7093",0.0943746022337265,0.151920091400633,0.104187622491662,"PAIP2B",1
"GO:0007169","transmembrane receptor protein tyrosine kinase signaling pathway","1/14","53/7093",0.0997652154838531,0.156773910046055,0.10751639763924,"CSF1R",1
"GO:0008283","cell population proliferation","1/14","60/7093",0.112227657374031,0.169779598871662,0.116435769561108,"CSF1R",1
"GO:0097711","ciliary basal body-plasma membrane docking","1/14","61/7093",0.113994870909757,0.169779598871662,0.116435769561108,"C2CD3",1
"GO:0070588","calcium ion transmembrane transport","1/14","62/7093",0.115758817412496,0.169779598871662,0.116435769561108,"LOC114000001",1
"GO:0090630","activation of GTPase activity","1/14","66/7093",0.122782044481478,0.174871548781775,0.119927856421313,"TBC1D9B",1
"GO:0018108","peptidyl-tyrosine phosphorylation","1/14","67/7093",0.124529739283991,0.174871548781775,0.119927856421313,"CSF1R",1
"GO:0019221","cytokine-mediated signaling pathway","1/14","78/7093",0.143542168340889,0.197370481468722,0.135357746461803,"CSF1R",1
"GO:0001934","positive regulation of protein phosphorylation","1/14","84/7093",0.153750274634415,0.207092206650437,0.142024958308912,"CSF1R",1
"GO:0008360","regulation of cell shape","1/14","87/7093",0.158811851746078,0.209631644304823,0.143766518422765,"CSF1R",1
"GO:0001701","in utero embryonic development","1/14","94/7093",0.170513077287085,0.220663982371521,0.151332555693388,"C2CD3",1
"GO:0006470","protein dephosphorylation","1/14","104/7093",0.186967116387067,0.234855074223879,0.161064883439024,"MINPP1",1
"GO:0045087","innate immune response","1/14","105/7093",0.188595741422206,0.234855074223879,0.161064883439024,"CSF1R",1
"GO:0046777","protein autophosphorylation","1/14","111/7093",0.198304048023171,0.239893888277077,0.16452052944042,"CSF1R",1
"GO:0030335","positive regulation of cell migration","1/14","112/7093",0.199911573564231,0.239893888277077,0.16452052944042,"CSF1R",1
"GO:0006974","cellular response to DNA damage stimulus","1/14","132/7093",0.231440239604613,0.268629988208353,0.18422790259903,"ALKBH8",1
"GO:0007283","spermatogenesis","1/14","135/7093",0.236068777516432,0.268629988208353,0.18422790259903,"SUN1",1
"GO:0007420","brain development","1/14","135/7093",0.236068777516432,0.268629988208353,0.18422790259903,"C2CD3",1
"GO:0007411","axon guidance","1/14","138/7093",0.240671420645356,0.26922565699311,0.184636415481718,"CSF1R",1
"GO:0008284","positive regulation of cell population proliferation","1/14","160/7093",0.27364553025944,0.297528038812565,0.204046342407341,"CSF1R",1
"GO:0008285","negative regulation of cell population proliferation","1/14","161/7093",0.27511227807083,0.297528038812565,0.204046342407341,"CSF1R",1
"GO:0007275","multicellular organism development","1/14","164/7093",0.279496036460288,0.297528038812565,0.204046342407341,"CSF1R",1
"GO:0006886","intracellular protein transport","1/14","188/7093",0.313690159415183,0.328627786054001,0.225374717708486,"TBC1D9B",1
"GO:0030154","cell differentiation","1/14","198/7093",0.327487841286346,0.337721836326544,0.231611466699225,"SUN1",1
"GO:0043066","negative regulation of apoptotic process","1/14","219/7093",0.355628670016579,0.361099880324527,0.247644256043934,"CSF1R",1
"GO:0007165","signal transduction","1/14","461/7093",0.610043652187235,0.610043652187235,0.418371244721709,"CSF1R",1
