"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","n_annotated"
"GO:0006614","SRP-dependent cotranslational protein targeting
to membrane","15/532","81/12198",1.83127859708462e-06,0.00256195875732139,0.00256195875732139,"LOC114002081/RPS3/RPL22/RPL23A/RPL27/RPL37/RPL38/RPL4/RPL6/RPL7A/RPS14/RPS29/RPS4X/RPS6/UBA52",15,532
"GO:0019083","viral transcription","16/532","100/12198",6.16084229253566e-06,0.00430950918362869,0.00430950918362869,"LOC114002081/RPS3/NUP160/RPL22/RPL23A/RPL27/RPL37/RPL38/RPL4/RPL6/RPL7A/RPS14/RPS29/RPS4X/RPS6/UBA52",16,532
"GO:0000184","nuclear-transcribed mRNA catabolic process,
nonsense-mediated decay","15/532","111/12198",9.15441499250441e-05,0.0426900885817122,0.0426900885817122,"LOC114002081/RPS3/RPL22/RPL23A/RPL27/RPL37/RPL38/RPL4/RPL6/RPL7A/RPS14/RPS29/RPS4X/RPS6/UBA52",15,532
"GO:0006413","translational initiation","15/532","118/12198",0.00018402594260884,0.0643630734274417,0.0643630734274417,"LOC114002081/RPS3/RPL22/RPL23A/RPL27/RPL37/RPL38/RPL4/RPL6/RPL7A/RPS14/RPS29/RPS4X/RPS6/UBA52",15,532
"GO:0045540","regulation of cholesterol biosynthetic process","7/532","34/12198",0.000555596494665292,0.155455899207349,0.155455899207349,"DHCR7/FDFT1/GGPS1/LPCAT3/LSS/SC5D/SREBF1",7,532
"GO:0015949","nucleobase-containing small molecule interconversion","6/532","26/12198",0.000729927456132755,0.170194751854954,0.170194751854954,"AK2/AK9/CMPK1/GSR/LOC113996758/RRM1",6,532
"GO:0006412","translation","15/532","148/12198",0.00201972624159014,0.384619157453597,0.384619157453597,"LOC114002081/RPS3/RPL22/RPL23A/RPL27/RPL37/RPL38/RPL4/RPL6/RPL7A/RPS14/RPS29/RPS4X/RPS6/TNIP1",15,532
"GO:0006936","muscle contraction","10/532","79/12198",0.00219939475312993,0.384619157453597,0.384619157453597,"GAMT/TNNI1/CACNA1S/CLCN1/ITGA1/LOC114001935/MYL6/MYL9/TPM2/TTN",10,532
"GO:0007076","mitotic chromosome condensation","4/532","15/12198",0.00332480222643403,0.465139831478121,0.465139831478121,"AKAP8L/LOC113992565/SMC4/TTN",4,532
"GO:0070542","response to fatty acid","4/532","15/12198",0.00332480222643403,0.465139831478121,0.465139831478121,"CAT/FOXO1/FOXO3/LOC113996085",4,532
"GO:0043409","negative regulation of MAPK cascade","4/532","18/12198",0.00671831529588983,0.837699921256121,0.837699921256121,"DUSP3/PEBP1/PPEF2/SPRED1",4,532
"GO:0031065","positive regulation of histone deacetylation","3/532","10/12198",0.00786739686174453,0.837699921256121,0.837699921256121,"AKAP8L/LOC113992565/SREBF1",3,532
"GO:0042474","middle ear morphogenesis","3/532","10/12198",0.00786739686174453,0.837699921256121,0.837699921256121,"NAGLU/NKX3-2/RPL38",3,532
