"ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalues","rank","leading_edge","core_enrichment"
"GO:0006614","SRP-dependent cotranslational protein targeting
to membrane",80,0.636851449391349,2.30837165914633,2.59221779576415e-09,6.2187304920382e-06,5.86114086873831e-06,4292,"tags=75%, list=28%, signal=54%","LOC113989206/RPL12/LOC113990217/RPSA/RPS29/RPLP1/RPS26/RPS28/LOC113987193/RPL14/RPL23/SRP19/RPL13/RPS3/RPL35A/RPL23A/RPS21/RPL15/RPS23/RPS8/RPL4/RPL22/RPS4X/RPL7A/RPL30/RPL17/RPL19/RPS15A/RPS6/RPS15/SRP68/RPL32/RPL37/RPS27A/RPL34/RPS10/RPS25/RPL3/RPL6/RPL7/RPL11/RPL38/SRP72/RPS7/RPS3A/RPS13/RPL21/RPL9/RPS11/RPL27/UBA52/RPS5/RPL35/LOC113998810/RPL27A/RPL5/LOC113998898/RPLP2/RPL18A/RPLP0"
"GO:0006412","translation",147,0.516556832888679,2.07859966674655,7.0637334417832e-09,8.47294826341895e-06,7.98573654365806e-06,3986,"tags=54%, list=26%, signal=40%","LOC113989206/PABPC4/LOC113996700/RPL12/LOC113990217/RPSA/GEMIN5/RPS29/RPLP1/RMND1/HBS1L/RRBP1/RPS26/RPS28/LOC113987193/RPL14/EIF4EBP2/MRRF/RPL23/RPL13/RPS3/RPL35A/RPL23A/LOC113993744/RPS21/RPL15/MRPL35/RPS23/MRPL9/RPS8/RPL4/RPL22/MRPS21/RPS4X/RPL7A/RPL30/RPL17/RPL19/RPS15A/RPS6/RPS15/EGFR/IGHMBP2/RPL32/RPL37/RPS27A/RPL34/RPL3L/RPS10/RPS25/RPL3/LOC113995601/RPL6/RPL7/LOC114003727/EEF1A2/CPEB3/RPL11/MRPL34/LOC113995592/RPL38/MRPL10/RPS7/RPS3A/RPS13/RPL21/RPL9/RPS11/MRPS11/RPL27/MRPL24/RSL24D1/CPEB2/MRPS36/RPS5/RPL35/TNIP1/LOC113998810/RPL27A/RPL5"
"GO:0000184","nuclear-transcribed mRNA catabolic process,
nonsense-mediated decay",111,0.551404937289962,2.14903785330902,8.70128916218579e-08,6.9581309000279e-05,6.55802425276319e-05,4112,"tags=59%, list=27%, signal=43%","LOC113989206/DCP1B/RPL12/LOC113990217/EXOSC10/RPSA/RPS29/RPLP1/EIF4A3/UPF3B/RPS26/RPS28/LOC113987193/RPL14/RPL23/UPF2/RPL13/RPS3/RPL35A/RPL23A/RPS21/RPL15/RPS23/RPS8/UPF1/RPL4/RPL22/LOC113990491/RPS4X/PABPC1L/RPL7A/RPL30/RPL17/RPL19/RPS15A/RPS6/RPS15/RPL32/RPL37/RPS27A/RPL34/RPS10/CASC3/RPS25/RPL3/RPL6/RPL7/LOC114003727/RPL11/RPL38/RPS7/RPS3A/RPS13/RPL21/RPL9/RPS11/RPL27/UBA52/RPS5/RPL35/LOC113998810/RPL27A/RPL5/LOC113998898/RPLP2"
"GO:0019083","viral transcription",99,0.554229570194606,2.10961091840302,2.47457185605391e-07,0.000148412447066833,0.000139878430179047,4112,"tags=64%, list=27%, signal=47%","LOC113989206/RPL12/LOC113990217/RPSA/RPS29/RPLP1/RPS26/RPS28/LOC113987193/RPL14/RPL23/RPL13/RPS3/RPL35A/RPL23A/RPS21/RPL15/RPS23/RPS8/RPL4/RPL22/RPS4X/NUP85/RPL7A/RPL30/RPL17/RPL19/RPS15A/RPS6/RPS15/LOC113999689/RPL32/RPL37/RPS27A/RPL34/RPS10/NUP188/RPS25/RPL3/RPL6/RPL7/RPL11/NDC1/GTF2B/RPL38/RPS7/RPS3A/RPS13/RPL21/RPL9/RPS11/NUP214/NUP88/RPL27/TPR/UBA52/RPS5/RPL35/LOC113998810/RPL27A/RPL5/LOC113998898/RPLP2"
"GO:0000398","mRNA splicing, via spliceosome",234,0.411558016710988,1.75084382009971,3.09750646582131e-06,0.00148618360230107,0.00140072502917562,3577,"tags=39%, list=24%, signal=30%","LOC114003209/CPSF4/RSRC1/ZRSR2/RBM6/PRPF6/PPIE/LOC113985989/LOC113991857/LOC113995977/WDR33/CHERP/SNRPF/RBM5/GEMIN5/HNRNPDL/EIF4A3/HNRNPD/PDCD7/UPF3B/RBM41/DDX46/SF3A2/USP49/SNRPE/LOC113982691/RBMX2/LOC113989432/IK/ALYREF/SNW1/PPWD1/DBR1/PRPF3/LOC113997733/SF3B6/LOC113989853/POLR2J/SF3B1/POLR2E/PRCC/LOC113992597/SRSF6/PNN/NONO/PABPC1L/RBM19/CSTF3/LOC113993656/RBM15B/CACTIN/METTL14/SNRNP200/LOC113984740/LOC113998492/PLRG1/HNRNPA3/CTNNBL1/LOC113988658/CASC3/FIP1L1/LOC114003545/SMU1/CWC27/SNRNP40/HNRNPH1/POLR2B/FRG1/CPSF3/SRSF11/SF3A3/DDX5/LOC113996651/PPIH/SPEN/LOC114001220/PRPF40A/SLU7/POLR2H/WBP11/CPSF7/LOC113987842/LOC114004318/SRSF7/POLR2D/LSM3/SYF2/U2SURP/GTF2F2/CWF19L1/SRRM1"
"GO:0043434","response to peptide hormone",35,-0.672486992112563,-2.16163968353599,2.16445125256768e-05,0.00808969450573585,0.00762452065479941,1544,"tags=29%, list=10%, signal=26%","BTG2/TEK/CCN2/LOC113992576/CXCL12/TH/EIF2B1/TIMP4/JUND/STAT4"
"GO:0006120","mitochondrial electron transport, NADH
to ubiquinone",38,0.648944375451924,2.06347393120613,2.36047776324097e-05,0.00808969450573585,0.00762452065479941,3148,"tags=58%, list=21%, signal=46%","COQ9/NDUFA6/NDUFV3/NDUFA13/NDUFB1/NDUFA12/NDUFS6/NDUFA8/LOC113998672/NDUFAB1/NDUFB4/NDUFA7/NDUFV2/NDUFS8/NDUFB9/NDUFS1/NDUFS7/NDUFB3/NDUFB11/NDUFA5/NDUFB6/NDUFB8"
"GO:0001525","angiogenesis",205,-0.396312927787049,-1.68521419807915,4.78247540055213e-05,0.0143414481074057,0.01351678573735,2407,"tags=27%, list=16%, signal=23%","ANGPT1/CSPG4/FGFR2/SHB/MCAM/JAG2/ANXA2/EPHA1/LOC113993074/CEMIP2/ANGPTL4/RBPJ/AMOTL2/TGFBR3/RHOB/ACVR1/ID1/PDCD10/RAMP2/ZC3H12A/ANGPT2/AMOT/TEK/LOC114002783/AGGF1/JUN/PDGFA/XBP1/SCG2/CCN3/APOLD1/CCN2/WNT7A/LOC113996192/ANGPTL2/LOC113989827/ARHGAP22/EPHB2/COL8A1/GJA5/LOC113983017/HEY1/LOC113991284/ANGPTL7/TIE1/TMEM100/ACVRL1/LOC114002136/CALD1/PTPRB/FN1/RAMP3/LOC114000824/STAB2/ROBO4"
"GO:0006413","translational initiation",118,0.471134522528397,1.85340865326915,7.63355791614556e-05,0.0203476727120369,0.0191776402384569,4292,"tags=56%, list=28%, signal=40%","LOC113989206/RPL12/LOC113990217/RPSA/RPS29/RPLP1/RPS26/RPS28/LOC113987193/RPL14/RPL23/EIF6/RPL13/RPS3/EIF4E1B/RPL35A/RPL23A/RPS21/RPL15/RPS23/RPS8/RPL4/RPL22/RPS4X/PABPC1L/RPL7A/RPL30/RPL17/RPL19/RPS15A/RPS6/RPS15/RPL32/RPL37/RPS27A/RPL34/RPS10/RPS25/RPL3/RPL6/RPL7/DDX3X/LOC114003727/RPL11/RPL38/RPS7/RPS3A/RPS13/RPL21/RPL9/RPS11/RPL27/UBA52/RPS5/RPL35/EIF4B/LOC113998810/RPL27A/RPL5/EIF4E2/LOC113998898/EIF3J/RPLP2/RPL18A/EIF4E3/RPLP0"
"GO:0006281","DNA repair",207,0.398000387972015,1.67366251254276,8.93756035103154e-05,0.0214412072821247,0.0202082943515955,2155,"tags=24%, list=14%, signal=21%","CHRNA4/XRCC3/FOXM1/RAD51/EMSY/DDX11/LOC114000574/LOC113984499/RAD51AP1/FANCG/EXO1/LOC113997232/NOP53/FAN1/RFC2/UFL1/RTEL1/GADD45A/CHD1L/SUPT16H/POLQ/SMC3/MMS19/MBD4/XPC/RPS3/PARK7/CHAF1B/ALKBH1/RAD50/PSME4/LOC113982971/RECQL/LOC113990258/STUB1/UPF1/MRE11/INTS3/FZR1/NONO/RMI2/WRN/ZRANB3/LOC113996486/IGHMBP2/TIMELESS/POLE2/CEP164/APEX1"
