"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0010951","negative regulation of endopeptidase activity","3/44","59/11060",0.00163498445008846,0.248638591060068,0.233682886334651,"ITIH5/LOC113991485/LOC113992168",3
"GO:0043085","positive regulation of catalytic activity","2/44","22/11060",0.00339698211529896,0.248638591060068,0.233682886334651,"FGFR4/SLC5A3",2
"GO:0045540","regulation of cholesterol biosynthetic process","2/44","33/11060",0.00755231335782709,0.248638591060068,0.233682886334651,"GGPS1/SC5D",2
"GO:0009636","response to toxic substance","2/44","54/11060",0.0194180220917792,0.248638591060068,0.233682886334651,"LOC114001565/RAD51",2
"GO:0006936","muscle contraction","2/44","61/11060",0.0244015698942267,0.248638591060068,0.233682886334651,"GAMT/ITGA1",2
"GO:0030334","regulation of cell migration","2/44","66/11060",0.028247178822466,0.248638591060068,0.233682886334651,"MEAK7/ROBO4",2
"GO:0000731","DNA synthesis involved in DNA repair","1/44","10/11060",0.0390939208817642,0.248638591060068,0.233682886334651,"LOC114000574",1
"GO:0007602","phototransduction","1/44","10/11060",0.0390939208817642,0.248638591060068,0.233682886334651,"PLEKHB1",1
"GO:0034356","NAD biosynthesis via nicotinamide riboside salvage pathway","1/44","10/11060",0.0390939208817642,0.248638591060068,0.233682886334651,"LOC113994416",1
"GO:0045651","positive regulation of macrophage differentiation","1/44","10/11060",0.0390939208817642,0.248638591060068,0.233682886334651,"IL34",1
"GO:0045947","negative regulation of translational initiation","1/44","10/11060",0.0390939208817642,0.248638591060068,0.233682886334651,"LOC113987746",1
"GO:0070207","protein homotrimerization","1/44","11/11060",0.0429201532330046,0.248638591060068,0.233682886334651,"CLYBL",1
"GO:1904851","positive regulation of establishment of protein localization to telomere","1/44","11/11060",0.0429201532330046,0.248638591060068,0.233682886334651,"CCT4",1
"GO:2000343","positive regulation of chemokine (C-X-C motif) ligand 2 production","1/44","11/11060",0.0429201532330046,0.248638591060068,0.233682886334651,"LOC114001565",1
"GO:0007283","spermatogenesis","3/44","197/11060",0.0432336452693056,0.248638591060068,0.233682886334651,"GAMT/LOC113987746/PRKAG1",3
"GO:0000722","telomere maintenance via recombination","1/44","12/11060",0.0467314948257046,0.248638591060068,0.233682886334651,"RAD51",1
"GO:0006195","purine nucleotide catabolic process","1/44","12/11060",0.0467314948257046,0.248638591060068,0.233682886334651,"LOC113994971",1
"GO:0006958","complement activation, classical pathway","1/44","12/11060",0.0467314948257046,0.248638591060068,0.233682886334651,"LOC113992168",1
"GO:0007339","binding of sperm to zona pellucida","1/44","12/11060",0.0467314948257046,0.248638591060068,0.233682886334651,"CCT4",1
"GO:0019674","NAD metabolic process","1/44","12/11060",0.0467314948257046,0.248638591060068,0.233682886334651,"LOC113992301",1
"GO:0032516","positive regulation of phosphoprotein phosphatase activity","1/44","12/11060",0.0467314948257046,0.248638591060068,0.233682886334651,"ITGA1",1
